ambiguity,name,set_code,artist,discrepancy,correct_artists,correct_sets
1349,executioner's capsule,ARB,Warren Mahy,Set not found in dbgit ,Warren Mahy,"brc, c16, 2xm, ala, mma, plst"
1370,exploding borders,CON,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,con
1377,extinguish,POR,Douglas Shuler,Set not found in dbgit ,"Ding Songjian, Douglas Shuler","ptk, s99, p02"
1380,extractor demon,"MM3, C15, CMA, CON",Carl Critchlow,Set not found in dbgit ,Carl Critchlow,"arc, c15, cma, cmd, cm2, con, mm3"
1382,exuberant firestoker,ALA,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,ala
1399,faerie macabre,MMA,RK Post,Artist not found in db,rk post,"gvl, mma, ddd, mb2, shm"
1400,faerie swarm,SHM,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"plst, shm"
1401,failure // comply,AKH,Jason A Engle,Artist not found in db,Jason A. Engle,"akh, akr, pakh"
1401,failure // comply,AKH,Jason A Engle,Artist not found in db,Jason A. Engle,"akh, akr, pakh"
1402,fairie trickery,LRW,Terese Nielsen,Name not found in db,,
1403,faithful squire,CHK,Mark Zug,Name not found in db,,
1404,faithful squire,CHK,Mark Zug,Name not found in db,,
1405,faithless looting,WWK,Gabor Szikszai,Set not found in dbgit ,"Douglas Shuler, Shiro Yayoi, Karl Kopinski, Carly Mazur, Miklós Ligeti, Dave Trampier, Gabor Szikszai","sld, brc, uma, dmc, sta, mb2, m3c, ddk, lcc, otc, pz1, pidw, c19, c21, cm2, ema, cmm, c15, ltc, dka, sis, plst, c14"
1411,fallen angel,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Matthew D. Wilson, Arnie Swekel","leg, bchr, dvd, cma, 8ed, cmd, olep, 5ed, chr, ddc, btd, plst, 6ed, a25, psal, 7ed"
1412,fallen angel,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Matthew D. Wilson, Arnie Swekel","leg, bchr, dvd, cma, 8ed, cmd, olep, 5ed, chr, ddc, btd, plst, 6ed, a25, psal, 7ed"
1412,fallen angel,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Matthew D. Wilson, Arnie Swekel","leg, bchr, dvd, cma, 8ed, cmd, olep, 5ed, chr, ddc, btd, plst, 6ed, a25, psal, 7ed"
1436,fatal attraction,LRW,Z Boros and G Szikszai,Artist and set not found in db,Zoltan Boros & Gabor Szikszai,fut
1442,fated configuration,BNG,Adam Paquette,Name not found in db,,
1446,felidar sovereign,ZEN,Z Boros and G Szikszai,Artist not found in db,"Tatamepi, Zoltan Boros & Gabor Szikszai","sld, pres, zen, bfz, pbfz, plst"
1447,felidar sovereign,PRM,Zoltan Boros & Gabor Szikszai,Set not found in dbgit ,"Tatamepi, Zoltan Boros & Gabor Szikszai","sld, pres, zen, bfz, pbfz, plst"
1448,felidar sovereign,PRM,Zoltan Boros & Gabor Szikszai,Set not found in dbgit ,"Tatamepi, Zoltan Boros & Gabor Szikszai","sld, pres, zen, bfz, pbfz, plst"
1449,femeref archers,10E,Z Boros and G Szikszai,Artist not found in db,"Gary Ruddell, William Donohoe, Zoltan Boros & Gabor Szikszai","mir, 6ed, 10e, 7ed"
1484,fiery conclusion,PC2,Parente,Artist not found in db,Paolo Parente,"ori, j22, pc2, pca, rav"
1485,fiery gambit,MRD,Scott Fischer,Artist not found in db,Scott M. Fischer,"plst, mrd"
1492,fire // ice,APC,David Martin//Franz Vohwinkel,Artist not found in db,"David Martin & Franz Vohwinkel, Dan Murayama Scott","f06, apc, uma, wc01, cmd, ddj, wc02, plst, prm, mh2, dmr"
1511,first come first served,UNH,Thomas Gianni,Name not found in db,,
1512,first come first served,UNH,Thomas Gianni,Name not found in db,,
1515,fishliver oil,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Ralph Horsley","bchr, 9ed, arn, chr, rin"
1516,fishliver oil,CRN,Anson Maddocks,Set not found in dbgit ,"Anson Maddocks, Ralph Horsley","bchr, 9ed, arn, chr, rin"
1520,flameblade angel,SOI,Howard Lyon,Set not found in dbgit ,"Cynthia Sheppard, Howard Lyon","sir, soi, psoi, prm"
1521,flamekin bladwhirl,LRW,Mark Zug,Name not found in db,,
1522,flamekin spitfire,LRW,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,lrw
1527,flashfires foreign,4ED,Dameon Willich,Name not found in db,,
1530,fleshblood,DGM,Lucas Graciano,Name not found in db,,
1535,flock of rabid sheep,UGL,Anthony Waters,Artist not found in db,Anthony S. Waters,ugl
1550,flying carpet,7ED,Scott Fischer,Artist not found in db,"Mark Tedin, Dany Orizio, Scott M. Fischer","3ed, sum, 8ed, arn, 6ed, 5ed, 4bb, fbb, 4ed, me4, 7ed"
1554,food token,ELD,Lucas Graciano,Name not found in db,,
1555,food token,ELD,Randy Gallegos,Name not found in db,,
1556,fool's demise,C14,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"c14, tsp"
1565,forest,7ED,DJ Cleland-Hura,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
1594,forest,PRM,Mark Poole,Set not found in dbgit ,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
1595,forest,ALA,Z Boros and G Szikszai,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
1596,forest,ALA,Z Boros and G Szikszai,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
1612,forest,5ED,Christopher Rush,Set not found in dbgit ,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
