ambiguity,name,set_code,artist,discrepancy,correct_artists,correct_sets
2356,island,PRM,Mark Poole,Set not found in dbgit ,", Véronique Meignaud, Tony Szczudlo, Daniel Warren Johnson, Alexander Forssberg, Robin Olausson, Alayna Danner, Bob Eggleton, WFlemming Illustration, Adam Paquette, Jorge Jacinto, Calder Moore, Alexandre Honoré, Eytan Zana, Constantin Marin, Bradley Williams, Kev Walker, Randy Elliott, Grady Frederick, Rob Rey, Rebecca Guay, J. W. Frost, Maiko Aoji, Amayagido, Babyson Chen & Uzhen Lin, Fred Fields & Post Malone, Sam White, Vincent Proce, Sam Burley, Florian de Gesincourt, Seb McKinnon, Christopher Moeller, Scott Bailey, Andy Williams, 库雪明, Stephan Martiniere, Tony Roberts, Donato Giancola, Tomáš Honz, Jedd Chevrier, David Sondered, Min Yum, Richard Wright, Lucas Graciano, Fred Fields, Piotr Dura, Ku Xueming, Edward P. Beard, Jr., Ben Thompson, Néstor Ossandón Leal, JungShan, Tianhua X, Nick Southam, Randy Gallegos, Raoul Vitale, Anna Steinbauer, Nils Hamm, Warren Mahy, Darrell Riche, Douglas Shuler, Matteo Bassini, Rio Krisma, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jeremy Jarvis, Andreas Rocha, Dimitar Marinski, Martina Pilcerova, Jesper Ejsing, kozyndan, Mark Riddick, Anthony S. Waters, Deven Rue, Evan Cagle, Mauricio Calle, Marina Ortega Lorente, Jonas De Ro, Mia Boas, Sarah Finnigan, Sidharth Chaturvedi, Salvatorre Zee Yazzie, Lorenzo Lanfranconi, Matt Thompson, Larry Elmore, Filipe Pagliuso, Peter Mohrbacher, Riot Games, Leanna Crossan, Svetlin Velinov, Lucas Staniec, Sergey Glushakov, Steven Belledin, Raph Lomotan, Craig Mullins, John Avon, Don Thompson, Brandon Kitkouski, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Gary Baseman, David Álvarez, Cliff Childs, Eric Peterson, Henry Peters, Terese Nielsen, Mark Tedin, Pablo Mendoza, Ron Spears, Daren Bader, Hari & Deepti, Anson Maddocks, Lixin Yin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Sung Choi, Michael Komarck, Roberto Gatto, Samuele Bandini, Omar Rayyan, Chippy, Kirsten Zirngibl, Jung Park, Rob Alexander, Hank Reavis, Eddie Mendoza, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, pana, m14, lea, eld, pca, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, scd, mrd, pmps10, 7ed, ice, who, ddm, td0, mom, 8ed, 6ed, pal00, m15, 40k, wc00, prw2, pal02, pz2, gn3, itp, sld, thb, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, jvc, dmr, c19, avr, j14, dpa, m11, ddu, prm, c18, neo, afr, ddh, frf, pal04, ddt, cmm, m13, xln, otj, ced, war, mid, olep, plst, 4bb, dsk, khm, dds, pmps07, ddf, ddo, rix, pf20, dd2, usg, lci, one, ody, wc04, me3, cmd, g17, mh3, rna, ddn, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, ddq, ptc, pss2, kld, und, pip, c15, pss4, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, brc, sum, j22, 2ed, m21, blb, rqs, acr, s99, p23, inv, shm, jmp, p02, pmps09, mir, bro, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, ddi, pgpx, ths, gs1, pgru, znr, 30a, cm2, 5ed, gn2, m12, dtk, mh2, fbb, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
2398,"ith, high arcanist",TSP,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"plst, tsr, tsp"
2400,ivory cup.,7ED,Alan Pollack,Name not found in db,,
2401,ivorytusk fortress,KTK,Matt Stewart,Set not found in dbgit ,"Jasper Sandner, Matt Stewart","pktk, prm, ktk"
2418,jalum grifter,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
2419,jalum grifter,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
2422,"jarad, lich lord",C15,Eric Deschamps,Name not found in db,,
2425,jaws of stone,SHM,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"ddg, ddi, shm"
2436,jester's cap foreign,ICE,Dan Frazier,Name not found in db,,
2438,jester's mask foreign,ICE,Dan Frazier,Name not found in db,,
2441,"jin-gitaxia, core augur",IMA,Eric Deschamps,Name not found in db,,
2443,jinxed idol,M11,JD,Artist not found in db,"jD, John Matson","tpr, m11, tmp"
2462,junun efreet,4ED,Christopher Rush,Name not found in db,,
2463,junun efreet,4ED,Christopher Rush,Name not found in db,,
2464,junun efreet,4ED,Christopher Rush,Name not found in db,,
2467,juxtapose,4ED,Justin Hampton,Set not found in dbgit ,Justin Hampton,"bchr, leg, 6ed, 5ed, chr, me1"
2480,karina's zealot,SCG,Alan Pollack,Name not found in db,,
2486,"karona, false god",SCG,Mathew D Wilson,Artist not found in db,"Matthew D. Wilson, David Robert Hovey & Scott Okumura","scg, sld"
2500,"kenrith, the returned king",ELD,KIERAN YANNER,Artist not found in db,"Kieran Yanner, Aaron Miller, Greg Hildebrandt & Tim Hildebrandt","ltc, mul, plst, eld, mb2"
2501,kessig,PC2,Adam Paquette,Set not found in dbgit ,Adam Paquette,"opc2, opca"
2516,kinsbaile balloonist,LRW,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,lrw
2531,kithkin soldier,CMA,Randy Gallegos,Set not found in dbgit ,"Randy Gallegos, Greg Hildebrandt","tmma, tshm, tkhc, tcma, tlrw"
2531,kithkin soldier,CMA,Randy Gallegos,Set not found in dbgit ,"Randy Gallegos, Greg Hildebrandt","tmma, tshm, tkhc, tcma, tlrw"
2532,kithkin soldier,CMA,Randy Gallegos,Set not found in dbgit ,"Randy Gallegos, Greg Hildebrandt","tmma, tshm, tkhc, tcma, tlrw"
2532,kithkin soldier,CMA,Randy Gallegos,Set not found in dbgit ,"Randy Gallegos, Greg Hildebrandt","tmma, tshm, tkhc, tcma, tlrw"
2533,kithkin soldier,CMA,Randy Gallegos,Set not found in dbgit ,"Randy Gallegos, Greg Hildebrandt","tmma, tshm, tkhc, tcma, tlrw"
2534,kithkin soldier,CMA,Randy Gallegos,Set not found in dbgit ,"Randy Gallegos, Greg Hildebrandt","tmma, tshm, tkhc, tcma, tlrw"
2537,kjeldoran pride a,ALL,Kaja Foglio,Name not found in db,,
2538,kjeldoran pride b,ALL,Kaja Foglio,Name not found in db,,
2571,krallenhorde wantons,ISD,Randy Gallegos,Name not found in db,,
2573,krark-clan shaman,MRD,Thomas M Baxa,Artist not found in db,Thomas M. Baxa,mrd
2576,krosa,PCA,Steven Belledin,Set not found in dbgit ,Steven Belledin,"ohop, moc, opca"
2577,krosan avenger,ODY,D Alexander Gregory,Artist not found in db,D. Alexander Gregory,ody
2578,krosan grip,MMA,Z Boros and G Szikszai,Artist not found in db,"Minttu Hynninen, Zoltan Boros & Gabor Szikszai, Riot Games, Franz Vohwinkel, Norikatsu Miyoshi","sld, tsp, cma, c13, c15, c21, tsr, mma, pz1, c20, prm, f10, sta"
2579,krosan grip,TSP,Z Boros and G Szikszai,Artist not found in db,"Minttu Hynninen, Zoltan Boros & Gabor Szikszai, Riot Games, Franz Vohwinkel, Norikatsu Miyoshi","sld, tsp, cma, c13, c15, c21, tsr, mma, pz1, c20, prm, f10, sta"
2585,kuldotha forgemaster,SOM,JD,Artist not found in db,jD,"2xm, td2, som"
2607,land aid,UNH,Jim Nelson,Name not found in db,,
2617,lavaball trap,ZEN,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,zen
2626,"leaden myr, silver myr, gold myr, iron myr, copper myr",SOM,Alan Pollack,Name not found in db,,
2641,leyline of sanctuary,M11,Ryan Pancoast,Name not found in db,,
2642,leyline of singularity,GPT,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,gpt
2646,liberate.,INV,Alan Pollack,Name not found in db,,
2666,liliana title card,JMP,KIERAN YANNER,Name not found in db,,
2687,"liliana, untouched by death",M19,Bastien L Deharme,Artist not found in db,"Terese Nielsen, Bastien L. Deharme","pm19, ps18, m19, prm, scd"
2688,"liliana, untouched by death",M19,Bastien L Deharme,Artist not found in db,"Terese Nielsen, Bastien L. Deharme","pm19, ps18, m19, prm, scd"
2688,"liliana, untouched by death",M19,Bastien L Deharme,Artist not found in db,"Terese Nielsen, Bastien L. Deharme","pm19, ps18, m19, prm, scd"
2689,"liliana, untouched by death",M19,Bastien L Deharme,Artist not found in db,"Terese Nielsen, Bastien L. Deharme","pm19, ps18, m19, prm, scd"
2690,"liliana, untouched by death",M19,Bastien L Deharme,Artist not found in db,"Terese Nielsen, Bastien L. Deharme","pm19, ps18, m19, prm, scd"
2691,"liliana, untouched by death",M19,Bastien L Deharme,Artist not found in db,"Terese Nielsen, Bastien L. Deharme","pm19, ps18, m19, prm, scd"
2693,lim-dul's paladin,ALL,Christopher Rush,Name not found in db,,
2694,lim-dul's vault,ALL,Rob Alexander,Name not found in db,,
2697,living armor,CRN,Anson Maddocks,Set not found in dbgit ,Anson Maddocks,"bchr, drk, chr"
2698,living armor,CRN,Anson Maddocks,Set not found in dbgit ,Anson Maddocks,"bchr, drk, chr"
2727,long-forgotten gohei,"MM2, CHK",Alan Pollack,Set not found in dbgit ,Alan Pollack,"chk, mm2"
2779,mage,ORI,Adam Paquette,Name not found in db,,
2780,mage,ORI,Adam Paquette,Name not found in db,,
2781,mage,ORI,Adam Paquette,Name not found in db,,
2782,magefire wings,ARB,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,arb
2802,magus of the jar,TSP,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,tsp
2821,mana,CHK,Nottsuo,Name not found in db,,
2832,mana tithe,MRD,Martin Pilcerova,Artist and set not found in db,"Donato Giancola, Robbie Trevino, Martina Pilcerova, Magane Okuda","p08, plc, tsr, plst, sta, prm"
2843,mangara of corondor,TSP,Z Boros and G Szikszai,Artist not found in db,"Karl Kopinski, Zoltan Boros & Gabor Szikszai","bbd, tsr, td0, tsp"
2844,mangaras tome,MIR,John Bolton,Name not found in db,,
2921,massacre,BTD,Pete Venters,Set not found in dbgit ,"Pete Venters, Andrey Kuzinskiy","sld, plst, td0, nem"
2926,master of the pearl tride,M13,Ryan Pancoast,Name not found in db,,
2928,master warcraft,RAV,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"cma, gk1, cmd, cmr, rav"
2978,metamorphosis,4ED,Christopher Rush,Set not found in dbgit ,"Michael Sutfin, Christopher Rush","bchr, arn, chr, rin, pz2"
2979,metamorphosis,DRK,Christopher Rush,Set not found in dbgit ,"Michael Sutfin, Christopher Rush","bchr, arn, chr, rin, pz2"
2984,might of the oaks,7ED,Greg Staples,Name not found in db,,
2985,might of the oaks,8ED,Greg Staples,Name not found in db,,
2986,might of the oaks,9ED,Greg Staples,Name not found in db,,
3010,minon of tevesh szat,ICE,Julie Baroh,Name not found in db,,
3017,mirran crusder,MM2,Eric Deschamps,Name not found in db,,
3018,mirran crusder,MM2,Eric Deschamps,Name not found in db,,
3019,mirran crusder,MM2,Eric Deschamps,Name not found in db,,
3023,mirror entity,LRW,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"voc, c13, cma, c16, mm2, tsr, otc, mkc, plst, clb, lrw"
3027,mirror of fate core,M10,Alan Pollack,Name not found in db,,
3031,mishra's factory,4ED,Phil and Kaja Foglio,Artist not found in db,"Scott Chou, DXTR, Mark Poole, Kaja Foglio & Phil Foglio","2xm, j22, a25, slc, dmr, atq, g05, prm, me1, mh2, 4ed, ema, ptc, afc, td0, ren, plst, 4bb, rin, ddf"
3036,mistmeadow witch,MM2,Greg Staples,Set not found in dbgit ,Greg Staples,"c13, cma, td0, khc, plst, 2x2, ddi, shm, mm3"
3041,mllstone,ATQ,Kaja Foglio,Name not found in db,,
3048,mobilization,"C14, 10ED, ONS",Carl Critchlow,Set not found in dbgit ,Carl Critchlow,"ons, c14, 10e"
3053,moggcatcher,BTD,Pete Venters,Set not found in dbgit ,Pete Venters,"plst, nem"
3054,moggcatcher,BTD,Pete Venters,Set not found in dbgit ,Pete Venters,"plst, nem"
3055,moggcatcher,BTD,Pete Venters,Set not found in dbgit ,Pete Venters,"plst, nem"
3056,moggcatcher,BTD,Pete Venters,Set not found in dbgit ,Pete Venters,"plst, nem"
3064,"momir vig, simic visionary",DIS,Z Boros and G Szikszai,Artist not found in db,"Victor Adame Minguez, Zoltan Boros & Gabor Szikszai","gk2, plst, dis, v16"
3077,mountain,7ED,DJ Cleland-Hura,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, Daniel Warren Johnson, Karl Kopinski, Alayna Danner, Chuck Lukacs, Victor Harmatiuk, Indra Nugroho, Adam Paquette, Diego Gisbert, Jorge Jacinto, Eytan Zana, Jeremy Paillotin, Kev Walker, Qin Jun, Grady Frederick, Larry MacDougall, Donato Giancola & Post Malone, Rebecca Guay, Chris Rahn, TSWCK, Sam White, Glen Angus, Vincent Proce, Sam Burley, Florian de Gesincourt, Seb McKinnon, Christopher Moeller, Ayami Nakashima, Ralph Horsley, Scott Bailey, Steve Prescott, Stephan Martiniere, Tony Roberts, Donato Giancola, Jeff Miracola, D. J. Cleland-Hura, David Sondered, 康羽, Min Yum, Richard Wright, Lucas Graciano, Fred Fields, Marco Gorlei, Chase Stone, Evan Shipard, Piotr Dura, Edward P. Beard, Jr., JungShan, Tianhua X, Raoul Vitale, Sam Wood, rk post, Nils Hamm, Daria Khlebnikova, Warren Mahy, Heather Hudson, Paolo Parente, Darrell Riche, Douglas Shuler, Magali Villeneuve, Gage Lindsten, Titus Lunter, Dave Kendall, Tom Wänerstrand, Brian Durfee, Dana Knutson, Zbigniew M. Bielak, Carlos Palma Cruchaga, Andreas Rocha, Dimitar Marinski, Martina Pilcerova, kozyndan, Mark Riddick, Jesper Ejsing, Victor Adame Minguez, Josu Hernaiz, Anthony S. Waters, Christian Dimitrov, Deven Rue, Wayne Reynolds, Jonas De Ro, Mia Boas, D. Alexander Gregory, Salvatorre Zee Yazzie, Sarah Finnigan, Matt Cavotta, Andrew Theophilopoulos, Julian Kok Joon Wen, Zoltan Boros & Gabor Szikszai, Riot Games, Grzegorz Rutkowski, David Day, Erica Williams, Svetlin Velinov, Lucas Staniec, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Matt Gaser, Don Thompson, Brandon Kitkouski, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Franz Vohwinkel, Gary Baseman, Cliff Childs, Eric Peterson, Tomasz Jedruszek, Filip Burburan, Robh Ruppel, Terese Nielsen, Greg Staples, Mark Tedin, Pablo Mendoza, Ron Spears, Hari & Deepti, Alexander Kintner, Johannes Voss, Mark Zug, Jeanne D'Angelo, Jubilee, Bruce Brenneise, BEMOCS, Noah Bradley, Muhammad Firdaus, Samuele Bandini, Omar Rayyan, Gaga Zeng, Jung Park, Rob Alexander, Hank Reavis, Ann-Sophie De Steur, Terry Springer, Bob Ross, Wei Guan, Yuumei, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, eld, rav, pca, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, por, sir, wc02, scd, mrd, pmps10, 7ed, ice, 8ed, mom, td0, who, pal00, 6ed, m15, 40k, pd2, prw2, wc00, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, jvc, roe, dmr, c19, avr, j14, m11, dpa, arn, ddu, prm, c18, neo, ddh, frf, afr, pal04, ddt, m13, cmm, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, dds, khm, rix, pmps07, pf20, dd2, usg, ody, one, lci, wc99, me3, cmd, g17, mh3, rna, ddn, gk2, ps11, ltr, wc01, m10, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, pl24, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, chk, dd1, nph, dmu, hbg, btd, pmps06, pmps11, palp, klr, som, brc, sum, j22, 2ed, m21, blb, acr, rqs, ddg, s99, p23, jmp, shm, inv, p02, bro, mir, pmps09, ktk, 3ed, ddk, vow, prwk, pss3, hou, m20, ptk, cei, ddi, pgpx, ths, gs1, pgru, znr, 30a, cm2, m12, gn2, 5ed, dtk, mh2, fbb, ath, pal06, mmq, anb, unh, pmps08, cst, pal99, parl, pal03, dom, clb, tmp, h09, c14"
3139,mountain,PRM,Mark Poole,Set not found in dbgit ,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, Daniel Warren Johnson, Karl Kopinski, Alayna Danner, Chuck Lukacs, Victor Harmatiuk, Indra Nugroho, Adam Paquette, Diego Gisbert, Jorge Jacinto, Eytan Zana, Jeremy Paillotin, Kev Walker, Qin Jun, Grady Frederick, Larry MacDougall, Donato Giancola & Post Malone, Rebecca Guay, Chris Rahn, TSWCK, Sam White, Glen Angus, Vincent Proce, Sam Burley, Florian de Gesincourt, Seb McKinnon, Christopher Moeller, Ayami Nakashima, Ralph Horsley, Scott Bailey, Steve Prescott, Stephan Martiniere, Tony Roberts, Donato Giancola, Jeff Miracola, D. J. Cleland-Hura, David Sondered, 康羽, Min Yum, Richard Wright, Lucas Graciano, Fred Fields, Marco Gorlei, Chase Stone, Evan Shipard, Piotr Dura, Edward P. Beard, Jr., JungShan, Tianhua X, Raoul Vitale, Sam Wood, rk post, Nils Hamm, Daria Khlebnikova, Warren Mahy, Heather Hudson, Paolo Parente, Darrell Riche, Douglas Shuler, Magali Villeneuve, Gage Lindsten, Titus Lunter, Dave Kendall, Tom Wänerstrand, Brian Durfee, Dana Knutson, Zbigniew M. Bielak, Carlos Palma Cruchaga, Andreas Rocha, Dimitar Marinski, Martina Pilcerova, kozyndan, Mark Riddick, Jesper Ejsing, Victor Adame Minguez, Josu Hernaiz, Anthony S. Waters, Christian Dimitrov, Deven Rue, Wayne Reynolds, Jonas De Ro, Mia Boas, D. Alexander Gregory, Salvatorre Zee Yazzie, Sarah Finnigan, Matt Cavotta, Andrew Theophilopoulos, Julian Kok Joon Wen, Zoltan Boros & Gabor Szikszai, Riot Games, Grzegorz Rutkowski, David Day, Erica Williams, Svetlin Velinov, Lucas Staniec, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Matt Gaser, Don Thompson, Brandon Kitkouski, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Franz Vohwinkel, Gary Baseman, Cliff Childs, Eric Peterson, Tomasz Jedruszek, Filip Burburan, Robh Ruppel, Terese Nielsen, Greg Staples, Mark Tedin, Pablo Mendoza, Ron Spears, Hari & Deepti, Alexander Kintner, Johannes Voss, Mark Zug, Jeanne D'Angelo, Jubilee, Bruce Brenneise, BEMOCS, Noah Bradley, Muhammad Firdaus, Samuele Bandini, Omar Rayyan, Gaga Zeng, Jung Park, Rob Alexander, Hank Reavis, Ann-Sophie De Steur, Terry Springer, Bob Ross, Wei Guan, Yuumei, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, eld, rav, pca, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, por, sir, wc02, scd, mrd, pmps10, 7ed, ice, 8ed, mom, td0, who, pal00, 6ed, m15, 40k, pd2, prw2, wc00, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, jvc, roe, dmr, c19, avr, j14, m11, dpa, arn, ddu, prm, c18, neo, ddh, frf, afr, pal04, ddt, m13, cmm, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, dds, khm, rix, pmps07, pf20, dd2, usg, ody, one, lci, wc99, me3, cmd, g17, mh3, rna, ddn, gk2, ps11, ltr, wc01, m10, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, pl24, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, chk, dd1, nph, dmu, hbg, btd, pmps06, pmps11, palp, klr, som, brc, sum, j22, 2ed, m21, blb, acr, rqs, ddg, s99, p23, jmp, shm, inv, p02, bro, mir, pmps09, ktk, 3ed, ddk, vow, prwk, pss3, hou, m20, ptk, cei, ddi, pgpx, ths, gs1, pgru, znr, 30a, cm2, m12, gn2, 5ed, dtk, mh2, fbb, ath, pal06, mmq, anb, unh, pmps08, cst, pal99, parl, pal03, dom, clb, tmp, h09, c14"
3141,mountain,ALA,Z Boros and G Szikszai,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, Daniel Warren Johnson, Karl Kopinski, Alayna Danner, Chuck Lukacs, Victor Harmatiuk, Indra Nugroho, Adam Paquette, Diego Gisbert, Jorge Jacinto, Eytan Zana, Jeremy Paillotin, Kev Walker, Qin Jun, Grady Frederick, Larry MacDougall, Donato Giancola & Post Malone, Rebecca Guay, Chris Rahn, TSWCK, Sam White, Glen Angus, Vincent Proce, Sam Burley, Florian de Gesincourt, Seb McKinnon, Christopher Moeller, Ayami Nakashima, Ralph Horsley, Scott Bailey, Steve Prescott, Stephan Martiniere, Tony Roberts, Donato Giancola, Jeff Miracola, D. J. Cleland-Hura, David Sondered, 康羽, Min Yum, Richard Wright, Lucas Graciano, Fred Fields, Marco Gorlei, Chase Stone, Evan Shipard, Piotr Dura, Edward P. Beard, Jr., JungShan, Tianhua X, Raoul Vitale, Sam Wood, rk post, Nils Hamm, Daria Khlebnikova, Warren Mahy, Heather Hudson, Paolo Parente, Darrell Riche, Douglas Shuler, Magali Villeneuve, Gage Lindsten, Titus Lunter, Dave Kendall, Tom Wänerstrand, Brian Durfee, Dana Knutson, Zbigniew M. Bielak, Carlos Palma Cruchaga, Andreas Rocha, Dimitar Marinski, Martina Pilcerova, kozyndan, Mark Riddick, Jesper Ejsing, Victor Adame Minguez, Josu Hernaiz, Anthony S. Waters, Christian Dimitrov, Deven Rue, Wayne Reynolds, Jonas De Ro, Mia Boas, D. Alexander Gregory, Salvatorre Zee Yazzie, Sarah Finnigan, Matt Cavotta, Andrew Theophilopoulos, Julian Kok Joon Wen, Zoltan Boros & Gabor Szikszai, Riot Games, Grzegorz Rutkowski, David Day, Erica Williams, Svetlin Velinov, Lucas Staniec, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Matt Gaser, Don Thompson, Brandon Kitkouski, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Franz Vohwinkel, Gary Baseman, Cliff Childs, Eric Peterson, Tomasz Jedruszek, Filip Burburan, Robh Ruppel, Terese Nielsen, Greg Staples, Mark Tedin, Pablo Mendoza, Ron Spears, Hari & Deepti, Alexander Kintner, Johannes Voss, Mark Zug, Jeanne D'Angelo, Jubilee, Bruce Brenneise, BEMOCS, Noah Bradley, Muhammad Firdaus, Samuele Bandini, Omar Rayyan, Gaga Zeng, Jung Park, Rob Alexander, Hank Reavis, Ann-Sophie De Steur, Terry Springer, Bob Ross, Wei Guan, Yuumei, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, eld, rav, pca, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, por, sir, wc02, scd, mrd, pmps10, 7ed, ice, 8ed, mom, td0, who, pal00, 6ed, m15, 40k, pd2, prw2, wc00, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, jvc, roe, dmr, c19, avr, j14, m11, dpa, arn, ddu, prm, c18, neo, ddh, frf, afr, pal04, ddt, m13, cmm, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, dds, khm, rix, pmps07, pf20, dd2, usg, ody, one, lci, wc99, me3, cmd, g17, mh3, rna, ddn, gk2, ps11, ltr, wc01, m10, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, pl24, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, chk, dd1, nph, dmu, hbg, btd, pmps06, pmps11, palp, klr, som, brc, sum, j22, 2ed, m21, blb, acr, rqs, ddg, s99, p23, jmp, shm, inv, p02, bro, mir, pmps09, ktk, 3ed, ddk, vow, prwk, pss3, hou, m20, ptk, cei, ddi, pgpx, ths, gs1, pgru, znr, 30a, cm2, m12, gn2, 5ed, dtk, mh2, fbb, ath, pal06, mmq, anb, unh, pmps08, cst, pal99, parl, pal03, dom, clb, tmp, h09, c14"
3165,murkwater pathway,ZNR,Daarken,Name not found in db,,
3178,mutual epiphany,PC2,Jason Felix,Set not found in dbgit ,Jason Felix,"opc2, moc, opca"
3179,mwonvuli acid moss,TSP,Randy Gallegos,Name not found in db,,
3180,mwonvuli acid moss,TSP,Randy Gallegos,Name not found in db,,
3181,mycoid shepherd,ALA,Trevor Claxton,Set not found in dbgit ,"Jarreau Wimberly, Trevor Claxton","arb, pdci, prm"
3182,myojin black,CHK,Kev Walker,Name not found in db,,
3183,myojin of cleansing firemyojin of cleansing firemyojin of cleansing fire,CHK,Kev Walker,Name not found in db,,
3198,mystic confluence,J16,KIERAN YANNER,Artist not found in db,"Kieran Yanner, Alexander Forssberg","cmm, ncc, c15, ltc, tsr, bbd, pz1, plst, j16"
3203,mystic remora,ICE,Ken Meyer Jr.,Artist not found in db,"Kelogsloops, Ken Meyer, Jr., Jesper Ejsing, Ron Spears","ice, dmr, sld, me1"
3204,nacatle outlander,CON,Z Boros and G Szikszai,Name not found in db,,
3205,naf's asp,4ED,Christopher Rush,Name not found in db,,
3249,nezumi graverobber,CHK,Jim Nelson,Name not found in db,,
3250,nezumi graverobber,CHK,Jim Nelson,Name not found in db,,
3275,nights whipser,5DN,David Martin,Name not found in db,,
3320,nomadie elf,INV,DJ Cleland-Hura,Name not found in db,,
3326,"northern paladin, western paladin, eastern paladin","7ED, 8ED",Carl Critchlow,Name not found in db,,
3330,nova cleric,SCG,Alan Pollack,Set not found in dbgit ,Alan Pollack,"ons, plst"
3352,obsidian golem,LEB,Jesper Myrfors,Name not found in db,,
3360,oko the trickster,ELD,Chris Rallis,Name not found in db,,
3361,oko the trickster,ELD,Chris Rallis,Name not found in db,,
3362,oko the trickster,ELD,Chris Rallis,Name not found in db,,
3390,ophidian eye,TSP,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"plst, tsp"
3392,opposition agent,CME,Scott Murphy,Set not found in dbgit ,Scott Murphy,"prm, cmr, pcmr"
3431,order of the ebon hand,FEM,Heather Hudson,Artist not found in db,"Christopher Rush, Melissa A. Benson, Ron Spencer","fem, ptc, me1"
3441,orzhov enthusiast,GPT,Z Boros and G Szikszai,Name not found in db,,
3444,ouphe vandals,5DN,Thomas M Baxa,Artist not found in db,Thomas M. Baxa,5dn
